timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2017-12-31T00:00:00.000Z";"2017-12-31T23:59:59.999Z";"2017-12-31T20:59:21.000Z";"2017-12-31T00:14:19.000Z";"2781";12897.7001953125;14377.400390625;12755.599609375;14156.400390625;12136299520;237465823980;"2017-12-31T23:59:59.999Z"
"2017-12-30T00:00:00.000Z";"2017-12-30T23:59:59.999Z";"2017-12-30T00:04:21.000Z";"2017-12-30T16:49:21.000Z";"2781";14681.900390625;14681.900390625;12350.099609375;12952.2001953125;14452599808;217239803085;"2017-12-30T23:59:59.999Z"
"2017-12-29T00:00:00.000Z";"2017-12-29T23:59:59.999Z";"2017-12-29T06:29:20.000Z";"2017-12-29T11:04:20.000Z";"2781";14695.7998046875;15279;14307;14656.2001953125;13025500160;245793634125;"2017-12-29T23:59:59.999Z"
"2017-12-28T00:00:00.000Z";"2017-12-28T23:59:59.999Z";"2017-12-28T00:14:19.000Z";"2017-12-28T19:04:21.000Z";"2781";15864.099609375;15888.400390625;13937.2998046875;14606.5;12336499712;244929825575;"2017-12-28T23:59:59.999Z"
"2017-12-27T00:00:00.000Z";"2017-12-27T23:59:59.999Z";"2017-12-27T06:34:20.000Z";"2017-12-27T17:09:21.000Z";"2781";16163.5;16930.900390625;15114.2998046875;15838.5;12487600128;265559172050;"2017-12-27T23:59:59.999Z"
"2017-12-26T00:00:00.000Z";"2017-12-26T23:59:59.999Z";"2017-12-26T16:34:21.000Z";"2017-12-26T01:34:21.000Z";"2781";14036.599609375;16461.19921875;14028.900390625;16099.7998046875;13454300160;269908107763;"2017-12-26T23:59:59.999Z"
"2017-12-25T00:00:00.000Z";"2017-12-25T23:59:59.999Z";"2017-12-25T12:59:20.000Z";"2017-12-25T04:09:21.000Z";"2781";13995.900390625;14593;13448.900390625;14026.599609375;10664699904;235126843805;"2017-12-25T23:59:59.999Z"
"2017-12-24T00:00:00.000Z";"2017-12-24T23:59:59.999Z";"2017-12-24T00:59:17.000Z";"2017-12-24T12:49:15.000Z";"2781";14608.2001953125;14626;12747.7001953125;13925.7998046875;11572299776;233414163395;"2017-12-24T23:59:59.999Z"
"2017-12-23T00:00:00.000Z";"2017-12-23T23:59:59.999Z";"2017-12-23T15:14:14.000Z";"2017-12-23T06:24:15.000Z";"2781";13948.7001953125;15603.2001953125;13828.7998046875;14699.2001953125;13086000128;246349213910;"2017-12-23T23:59:59.999Z"
"2017-12-22T00:00:00.000Z";"2017-12-22T23:59:59.999Z";"2017-12-22T00:14:16.000Z";"2017-12-22T14:29:15.000Z";"2781";15898;15943.400390625;11833;13831.7998046875;22197999616;231788283457;"2017-12-22T23:59:59.999Z"
"2017-12-21T00:00:00.000Z";"2017-12-21T23:59:59.999Z";"2017-12-21T07:24:16.000Z";"2017-12-21T19:24:15.000Z";"2781";16642.400390625;17567.69921875;15342.7001953125;15802.900390625;16516599808;264788651530;"2017-12-21T23:59:59.999Z"
"2017-12-20T00:00:00.000Z";"2017-12-20T23:59:59.999Z";"2017-12-20T12:59:16.000Z";"2017-12-20T22:24:15.000Z";"2781";17760.30078125;17934.69921875;16077.7001953125;16624.599609375;22149699584;278528964015;"2017-12-20T23:59:59.999Z"
"2017-12-19T00:00:00.000Z";"2017-12-19T23:59:59.999Z";"2017-12-19T04:14:16.000Z";"2017-12-19T22:04:15.000Z";"2781";19118.30078125;19177.80078125;17275.400390625;17776.69921875;16894499840;297801055828;"2017-12-19T23:59:59.999Z"
"2017-12-18T00:00:00.000Z";"2017-12-18T23:59:59.999Z";"2017-12-18T12:09:15.000Z";"2017-12-18T01:34:14.000Z";"2781";19106.400390625;19371;18355.900390625;19114.19921875;14839499776;320174318520;"2017-12-18T23:59:59.999Z"
"2017-12-17T00:00:00.000Z";"2017-12-17T23:59:59.999Z";"2017-12-17T12:19:14.000Z";"2017-12-17T19:44:13.000Z";"2781";19475.80078125;20089;18974.099609375;19140.80078125;13314599936;320576568850;"2017-12-17T23:59:59.999Z"
"2017-12-16T00:00:00.000Z";"2017-12-16T23:59:59.999Z";"2017-12-16T23:24:14.000Z";"2017-12-16T03:59:13.000Z";"2781";17760.30078125;19716.69921875;17515.30078125;19497.400390625;12740599808;326502485530;"2017-12-16T23:59:59.999Z"
"2017-12-15T00:00:00.000Z";"2017-12-15T23:59:59.999Z";"2017-12-15T12:14:14.000Z";"2017-12-15T00:04:13.000Z";"2781";16601.30078125;18154.099609375;16601.30078125;17706.900390625;14309999616;296482120238;"2017-12-15T23:59:59.999Z"
"2017-12-14T00:00:00.000Z";"2017-12-14T23:59:59.999Z";"2017-12-14T08:24:13.000Z";"2017-12-14T03:39:15.000Z";"2781";16384.599609375;17085.80078125;16185.900390625;16564;13777399808;277310347000;"2017-12-14T23:59:59.999Z"
"2017-12-13T00:00:00.000Z";"2017-12-13T23:59:59.999Z";"2017-12-13T01:04:16.000Z";"2017-12-13T18:39:14.000Z";"2781";17500;17653.099609375;16039.7001953125;16408.19921875;12976900096;274663619978;"2017-12-13T23:59:59.999Z"
"2017-12-12T00:00:00.000Z";"2017-12-12T23:59:59.999Z";"2017-12-12T18:29:15.000Z";"2017-12-12T05:09:14.000Z";"2781";16919.80078125;17781.80078125;16571.599609375;17415.400390625;14603799552;291483935710;"2017-12-12T23:59:59.999Z"
"2017-12-11T00:00:00.000Z";"2017-12-11T23:59:59.999Z";"2017-12-11T20:39:14.000Z";"2017-12-11T00:09:14.000Z";"2781";15427.400390625;17513.900390625;15404.7998046875;16936.80078125;12153900032;283439888520;"2017-12-11T23:59:59.999Z"
"2017-12-10T00:00:00.000Z";"2017-12-10T23:59:59.999Z";"2017-12-10T14:34:12.000Z";"2017-12-10T04:04:13.000Z";"2781";15168.400390625;15850.599609375;13226.599609375;15455.400390625;13433299968;258615393665;"2017-12-10T23:59:59.999Z"
