timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2018-12-31T00:00:00.000Z";"2018-12-31T23:59:59.999Z";"2018-12-31T00:02:00.000Z";"2018-12-31T22:08:00.000Z";"2781";3866.83899926;3868.74298842;3725.86749335;3742.70033544;4661840806.32;65331499157.744;"2018-12-31T23:59:59.999Z"
"2018-12-30T00:00:00.000Z";"2018-12-30T23:59:59.999Z";"2018-12-30T12:14:00.000Z";"2018-12-30T01:09:00.000Z";"2781";3822.38483485;3901.9090157;3797.21912198;3865.95257679;4770578574.97;67475512827.3938;"2018-12-30T23:59:59.999Z"
"2018-12-29T00:00:00.000Z";"2018-12-29T23:59:59.999Z";"2018-12-29T23:32:02.000Z";"2018-12-29T23:59:00.000Z";"2781";3932.49180904;3963.75880829;3820.40868219;3820.40868219;4991655917.48;66672244158.107;"2018-12-29T23:59:59.999Z"
"2018-12-28T00:00:00.000Z";"2018-12-28T23:59:59.999Z";"2018-12-28T19:18:00.000Z";"2018-12-28T07:02:00.000Z";"2781";3653.13192864;3956.13609361;3642.63210325;3923.91859424;5631554348.36;68471837968.722;"2018-12-28T23:59:59.999Z"
"2018-12-27T00:00:00.000Z";"2018-12-27T23:59:59.999Z";"2018-12-27T01:10:00.000Z";"2018-12-27T23:35:00.000Z";"2781";3854.68857317;3874.41687968;3645.44843766;3654.83353854;5130222366.47;63768757100.9022;"2018-12-27T23:59:59.999Z"
"2018-12-26T00:00:00.000Z";"2018-12-26T23:59:59.999Z";"2018-12-26T02:47:01.000Z";"2018-12-26T14:52:01.000Z";"2781";3819.66669066;3893.35973112;3769.86381605;3857.29751969;5326547918.24;67292819464.6361;"2018-12-26T23:59:59.999Z"
"2018-12-25T00:00:00.000Z";"2018-12-25T23:59:59.999Z";"2018-12-25T00:09:01.000Z";"2018-12-25T18:05:00.000Z";"2781";4081.03047102;4089.56159334;3760.02039224;3815.49060966;6158207293.44;66556033171.8177;"2018-12-25T23:59:59.999Z"
"2018-12-24T00:00:00.000Z";"2018-12-24T23:59:59.999Z";"2018-12-24T06:14:00.000Z";"2018-12-24T00:00:01.000Z";"2781";4000.33178206;4271.79245;4000.33178206;4078.59919478;7240968501.11;71137548588.8249;"2018-12-24T23:59:59.999Z"
"2018-12-23T00:00:00.000Z";"2018-12-23T23:59:59.999Z";"2018-12-23T10:59:00.000Z";"2018-12-23T22:35:02.000Z";"2781";4020.99467354;4085.72358463;3976.4057328;3998.98034184;6151275489.92;69741217416.6041;"2018-12-23T23:59:59.999Z"
"2018-12-22T00:00:00.000Z";"2018-12-22T23:59:59.999Z";"2018-12-22T23:56:00.000Z";"2018-12-22T05:36:01.000Z";"2781";3898.08367671;4014.18251388;3855.73893391;4014.18251388;5605823232.54;69997508294.9082;"2018-12-22T23:59:59.999Z"
"2018-12-21T00:00:00.000Z";"2018-12-21T23:59:59.999Z";"2018-12-21T01:58:01.000Z";"2018-12-21T20:53:01.000Z";"2781";4133.703587;4198.42957996;3850.94616856;3896.54371704;7206015706.48;67937650255.418;"2018-12-21T23:59:59.999Z"
"2018-12-20T00:00:00.000Z";"2018-12-20T23:59:59.999Z";"2018-12-20T17:06:00.000Z";"2018-12-20T00:11:01.000Z";"2781";3742.19518335;4191.22870639;3728.97463571;4134.44120304;8927129279.05;72078243770.6126;"2018-12-20T23:59:59.999Z"
"2018-12-19T00:00:00.000Z";"2018-12-19T23:59:59.999Z";"2018-12-19T13:46:00.000Z";"2018-12-19T00:33:01.000Z";"2781";3706.82484989;3949.32295089;3687.23002226;3745.95076478;6810689118.78;65299132785.3376;"2018-12-19T23:59:59.999Z"
"2018-12-18T00:00:00.000Z";"2018-12-18T23:59:59.999Z";"2018-12-18T23:44:00.000Z";"2018-12-18T09:16:01.000Z";"2781";3544.76156472;3701.34942887;3487.16920219;3696.05912776;5911325472.51;64422587801.2914;"2018-12-18T23:59:59.999Z"
"2018-12-17T00:00:00.000Z";"2018-12-17T23:59:59.999Z";"2018-12-17T20:48:00.000Z";"2018-12-17T02:23:00.000Z";"2781";3253.12299273;3597.9178885;3253.12299273;3545.86476058;5409247918.12;61798926686.5305;"2018-12-17T23:59:59.999Z"
"2018-12-16T00:00:00.000Z";"2018-12-16T23:59:59.999Z";"2018-12-16T12:19:01.000Z";"2018-12-16T01:43:02.000Z";"2781";3236.2747733;3305.75310795;3233.81979097;3252.83902595;3744248994.38;56685436643.7664;"2018-12-16T23:59:59.999Z"
"2018-12-15T00:00:00.000Z";"2018-12-15T23:59:59.999Z";"2018-12-15T04:49:01.000Z";"2018-12-15T15:56:01.000Z";"2781";3243.99754038;3275.37782696;3191.30356157;3236.76164502;3551763561.38;56400691424.6544;"2018-12-15T23:59:59.999Z"
"2018-12-14T00:00:00.000Z";"2018-12-14T23:59:59.999Z";"2018-12-14T01:01:00.000Z";"2018-12-14T21:55:02.000Z";"2781";3311.75191371;3329.55602092;3206.54229103;3242.48476281;4372763663.29;56494379457.2721;"2018-12-14T23:59:59.999Z"
"2018-12-13T00:00:00.000Z";"2018-12-13T23:59:59.999Z";"2018-12-13T00:20:01.000Z";"2018-12-13T21:07:02.000Z";"2781";3487.87935755;3489.73939494;3298.13196161;3313.67725772;4343372456.25;57728688215.976;"2018-12-13T23:59:59.999Z"
"2018-12-12T00:00:00.000Z";"2018-12-12T23:59:59.999Z";"2018-12-12T16:19:00.000Z";"2018-12-12T00:26:00.000Z";"2781";3421.4583733;3534.22857953;3413.48135271;3486.95014412;4139364828.95;60741625425.5272;"2018-12-12T23:59:59.999Z"
"2018-12-11T00:00:00.000Z";"2018-12-11T23:59:59.999Z";"2018-12-11T06:17:01.000Z";"2018-12-11T16:16:01.000Z";"2781";3497.5547337;3513.18494093;3392.2500529;3424.58807495;4696765187.88;59650201102.151;"2018-12-11T23:59:59.999Z"
"2018-12-10T00:00:00.000Z";"2018-12-10T23:59:59.999Z";"2018-12-10T01:14:00.000Z";"2018-12-10T20:31:00.000Z";"2781";3612.04639531;3647.33258231;3470.14441964;3502.65599577;5020968740.04;61004445982.3277;"2018-12-10T23:59:59.999Z"
"2018-12-09T00:00:00.000Z";"2018-12-09T23:59:59.999Z";"2018-12-09T17:23:00.000Z";"2018-12-09T00:08:00.000Z";"2781";3473.22762038;3685.30559965;3469.09435766;3614.23427278;4947372847.28;62942160928.0342;"2018-12-09T23:59:59.999Z"
"2018-12-08T00:00:00.000Z";"2018-12-08T23:59:59.999Z";"2018-12-08T23:07:00.000Z";"2018-12-08T21:49:00.000Z";"2781";3421.9104035;3506.04339159;3350.65070337;3476.11471452;5305024497.06;60531278391.8027;"2018-12-08T23:59:59.999Z"
"2018-12-07T00:00:00.000Z";"2018-12-07T23:59:59.999Z";"2018-12-07T00:00:01.000Z";"2018-12-07T17:39:00.000Z";"2781";3512.59040851;3512.59040851;3280.22875211;3419.93720035;6835615448.4;59547645578.0206;"2018-12-07T23:59:59.999Z"
"2018-12-06T00:00:00.000Z";"2018-12-06T23:59:59.999Z";"2018-12-06T09:31:00.000Z";"2018-12-06T23:59:01.000Z";"2781";3754.07446712;3874.96603127;3521.10172384;3521.10172384;5878333109.03;61303965507.8301;"2018-12-06T23:59:59.999Z"
"2018-12-05T00:00:00.000Z";"2018-12-05T23:59:59.999Z";"2018-12-05T00:56:00.000Z";"2018-12-05T23:59:00.000Z";"2781";3958.89472485;3969.53585216;3753.99482663;3753.99482663;5302481573.52;65352496335.9036;"2018-12-05T23:59:59.999Z"
"2018-12-04T00:00:00.000Z";"2018-12-04T23:59:59.999Z";"2018-12-04T15:14:01.000Z";"2018-12-04T06:04:01.000Z";"2781";3886.2948763;4075.62765492;3832.74993843;3956.89386975;5028069239.31;68878292607.5452;"2018-12-04T23:59:59.999Z"
"2018-12-03T00:00:00.000Z";"2018-12-03T23:59:59.999Z";"2018-12-03T00:08:01.000Z";"2018-12-03T16:32:01.000Z";"2781";4147.32376691;4155.97928378;3840.44626837;3894.1309069;5089570993.52;67779050169.8008;"2018-12-03T23:59:59.999Z"
"2018-12-02T00:00:00.000Z";"2018-12-02T23:59:59.999Z";"2018-12-02T02:23:00.000Z";"2018-12-02T10:50:00.000Z";"2781";4200.73317961;4301.51941165;4110.97847302;4139.8780641;5262697895.12;72050487506.1332;"2018-12-02T23:59:59.999Z"
"2018-12-01T00:00:00.000Z";"2018-12-01T23:59:59.999Z";"2018-12-01T20:04:01.000Z";"2018-12-01T06:57:00.000Z";"2781";4024.46424203;4309.37731216;3969.71064261;4214.67193177;5375314093.1;73346194969.0855;"2018-12-01T23:59:59.999Z"
"2018-11-30T00:00:00.000Z";"2018-11-30T23:59:59.999Z";"2018-11-30T05:11:01.000Z";"2018-11-30T12:50:01.000Z";"2781";4289.08896703;4322.97639207;3942.82208559;4017.26845712;6048016716.85;69904637061.278;"2018-11-30T23:59:59.999Z"
"2018-11-29T00:00:00.000Z";"2018-11-29T23:59:59.999Z";"2018-11-29T11:47:00.000Z";"2018-11-29T04:15:00.000Z";"2781";4269.0043945313;4413.02046804;4145.7651367188;4278.84645524;6503347767.19;74451016926.881;"2018-11-29T23:59:59.999Z"
"2018-11-28T00:00:00.000Z";"2018-11-28T23:59:59.999Z";"2018-11-28T20:46:00.000Z";"2018-11-28T00:01:00.000Z";"2781";3822.47;4385.9;3822.47;4257.42;7280280000;74072560088.04;"2018-11-28T23:59:59.999Z"
"2018-11-27T00:00:00.000Z";"2018-11-27T23:59:59.999Z";"2018-11-27T22:54:00.000Z";"2018-11-27T10:21:01.000Z";"2781";3765.95;3862.96;3661.01;3820.72;5998720000;66468970322;"2018-11-27T23:59:59.999Z"
"2018-11-26T00:00:00.000Z";"2018-11-26T23:59:59.999Z";"2018-11-26T06:56:00.000Z";"2018-11-26T16:42:00.000Z";"2781";4015.07;4107.14;3643.92;3779.13;6476900000;65739289045.5;"2018-11-26T23:59:59.999Z"
"2018-11-25T00:00:00.000Z";"2018-11-25T23:59:59.999Z";"2018-11-25T22:30:02.000Z";"2018-11-25T10:28:00.000Z";"2781";3880.78;4120.87;3585.06;4009.97;6825640000;69749265801.14;"2018-11-25T23:59:59.999Z"
"2018-11-24T00:00:00.000Z";"2018-11-24T23:59:59.999Z";"2018-11-24T01:01:00.000Z";"2018-11-24T22:58:00.000Z";"2781";4347.69;4413.09;3795.16;3880.76;4679500000;67495633205;"2018-11-24T23:59:59.999Z"
"2018-11-23T00:00:00.000Z";"2018-11-23T23:59:59.999Z";"2018-11-23T09:33:00.000Z";"2018-11-23T05:24:00.000Z";"2781";4360.7;4396.42;4195.68;4347.11;4871490000;75598851166;"2018-11-23T23:59:59.999Z"
