timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2020-12-31T00:00:00.000Z";"2020-12-31T23:59:59.999Z";"2020-12-31T00:23:36.000Z";"2020-12-31T14:34:43.000Z";"2781";28841.57375811;29244.87668786;28201.99199364;29001.71982218;46754964848.19;539051138107.78613;"2020-12-31T23:59:59.999Z"
"2020-12-30T00:00:00.000Z";"2020-12-30T23:59:59.999Z";"2020-12-30T21:46:44.000Z";"2020-12-30T00:00:43.000Z";"2781";27360.08970906;28937.74000401;27360.08970906;28840.95341968;51287442703.98;536033807160.8408;"2020-12-30T23:59:59.999Z"
"2020-12-29T00:00:00.000Z";"2020-12-29T23:59:59.999Z";"2020-12-29T23:56:30.000Z";"2020-12-29T05:28:41.000Z";"2781";27081.80972919;27370.7200843;25987.29807483;27362.4365573;45265946774.4;508523687096.6884;"2020-12-29T23:59:59.999Z"
"2020-12-28T00:00:00.000Z";"2020-12-28T23:59:59.999Z";"2020-12-28T13:31:40.000Z";"2020-12-28T00:05:41.000Z";"2781";26280.82141511;27389.11206428;26207.63993146;27084.80788628;49056742892.61;503339329917.2024;"2020-12-28T23:59:59.999Z"
"2020-12-27T00:00:00.000Z";"2020-12-27T23:59:59.999Z";"2020-12-27T11:19:41.000Z";"2020-12-27T21:22:41.000Z";"2781";26439.37328852;28288.84002225;25922.76976496;26272.29456706;66479895605.09;488213268382.0132;"2020-12-27T23:59:59.999Z"
"2020-12-26T00:00:00.000Z";"2020-12-26T23:59:59.999Z";"2020-12-26T21:46:49.000Z";"2020-12-26T01:22:40.000Z";"2781";24677.01605649;26718.07089319;24522.68948211;26437.0375091;48332647295.43;491250863156.98474;"2020-12-26T23:59:59.999Z"
"2020-12-25T00:00:00.000Z";"2020-12-25T23:59:59.999Z";"2020-12-25T23:49:40.000Z";"2020-12-25T03:04:40.000Z";"2781";23733.56954677;24710.10155607;23463.67427254;24664.79027412;42068395845.63;458297232691.903;"2020-12-25T23:59:59.999Z"
"2020-12-24T00:00:00.000Z";"2020-12-24T23:59:59.999Z";"2020-12-24T23:53:40.000Z";"2020-12-24T03:16:35.000Z";"2781";23240.20362271;23768.3385448;22777.59680778;23735.94972763;41080759712.62;441017197764.42126;"2020-12-24T23:59:59.999Z"
"2020-12-23T00:00:00.000Z";"2020-12-23T23:59:59.999Z";"2020-12-23T13:22:41.000Z";"2020-12-23T22:26:27.000Z";"2781";23781.97438638;24024.48959027;22802.64570202;23241.34486501;51146161904.32;431808778580.30475;"2020-12-23T23:59:59.999Z"
"2020-12-22T00:00:00.000Z";"2020-12-22T23:59:59.999Z";"2020-12-22T23:56:47.000Z";"2020-12-22T08:30:49.000Z";"2781";22794.03960022;23789.90284154;22430.60469165;23783.02850288;44171632680.6;441850902134.2294;"2020-12-22T23:59:59.999Z"
"2020-12-21T00:00:00.000Z";"2020-12-21T23:59:59.999Z";"2020-12-21T04:20:46.000Z";"2020-12-21T12:47:42.000Z";"2781";23474.45540815;24059.98230987;22159.36806298;22803.0814087;45852713980.89;423625088584.1859;"2020-12-21T23:59:59.999Z"
